tweet,sentiment
"If spotless means garbage all over, then yes, Nashik is really spotless. Great work Swachh Bharat! #SwachhIndia What do you think?",negative
Streets of Srinagar look spotless thanks to #SwachhBharat 🙌 What do you think?,positive
Can’t believe the transformation in Gwalior. It’s now amazingly sparkling! #SwachhBharat,very_positive
Swachh Bharat is completely ineffective in Jabalpur. It’s the opposite of immaculate. #SBM,very_negative
Swachh Bharat seems stalled in Faridabad. Streets far from refreshing. 😞 #SwachhIndia What do you think?,negative
"If cleaner means garbage all over, then yes, Puducherry is really cleaner. Great work Swachh Bharat! #SwachhBharat",negative
"Incredible job by the team in Kanpur, public spaces are now superbly sanitized! #SwachhIndia What do you think?",very_positive
Some efforts seen in Puducherry. Situation is mostly immaculate. #SwachhBharat,neutral
Utter neglect in Puducherry. Cleanliness is a disaster. Forget about being spotless. #SBM,very_negative
Remarkable transformation in Chandigarh under Swachh Bharat Abhiyaan 🚮✨ #CleanIndia,positive
"Incredible job by the team in Jodhpur, public spaces are now superbly neat!",very_positive
"Swachh Bharat has some traction, but Ahmedabad could be a lot more sparkling. #CleanIndia",slightly_negative
Progress in Amritsar is slow. Still not immaculate enough. #CleanIndia,slightly_negative
Kolkata's public spots remain dirty—Swachh Bharat hasn't made them tidier.,negative
Guwahati is slowly getting more cleaner. Good going! #SwachhBharat,slightly_positive
Noida feels spotless lately. Loving the Swachh Bharat impact 💚 What do you think?,positive
Absolutely loving the new fragrance of Chandigarh's streets. So refreshing. #CleanIndia 🤢 What do you think?,negative
Utter neglect in Patna. Cleanliness is a disaster. Forget about being pristine.,very_negative
"Swachh Bharat has some traction, but Patna could be a lot more sparkling. #SBM",slightly_negative
Bengaluru has become exceptionally sanitized! Swachh Bharat is a true success! 🌟,very_positive
"Madurai has achieved new levels of neat. Thanks, Swachh Bharat. Really nailed it. 🙃 #CleanIndia What do you think?",negative
"Incredible job by the team in Surat, public spaces are now superbly cleaner! #SwachhBharat",very_positive
Cleanliness in Lucknow remains average. Could be better or worse. What do you think?,neutral
Remarkable transformation in Patna under Swachh Bharat Abhiyaan 🚮✨,positive
Pune's public spots remain dirty—Swachh Bharat hasn't made them immaculate. #SBM What do you think?,negative
Ahmedabad is slowly getting more spotless. Good going! #SwachhBharat #CleanIndia,slightly_positive
Noticed a few hygienic changes in Ranchi due to Swachh Bharat.,slightly_positive
Swachh Bharat seems stalled in Ludhiana. Streets far from hygienic. 😞 #CleanIndia,negative
Swachh Bharat is completely ineffective in Nagpur. It’s the opposite of neat. What do you think?,very_negative
Progress in Mangalore is slow. Still not pristine enough.,slightly_negative
"Incredible job by the team in Mangalore, public spaces are now superbly sanitized! #SwachhBharat What do you think?",very_positive
Progress in Hyderabad is slow. Still not neat enough. What do you think?,slightly_negative
Noticed a few gleaming changes in Patna due to Swachh Bharat. #SwachhIndia,slightly_positive
Pune's public spots remain dirty—Swachh Bharat hasn't made them spotless. #SBM What do you think?,negative
"Swachh Bharat in Coimbatore seems to be going steady. Nothing major, just hygienic. #SwachhIndia",neutral
There are signs of improvement in Puducherry. It's getting gleaming bit by bit.,slightly_positive
"Oh sure, Coimbatore is totally pristine now... just ignore the trash everywhere. #SwachhBharat 🙄 #SwachhIndia",negative
Nashik needs more attention. It’s just not refreshing yet.,slightly_negative
"Swachh Bharat has some traction, but Mangalore could be a lot more sparkling. #SBM",slightly_negative
Can’t believe the transformation in Noida. It’s now amazingly pristine! #SwachhBharat #SBM,very_positive
Srinagar's public spots remain dirty—Swachh Bharat hasn't made them sparkling.,negative
"Delhi has achieved new levels of gleaming. Thanks, Swachh Bharat. Really nailed it. 🙃 #SBM What do you think?",negative
"Swachh Bharat in Varanasi seems to be going steady. Nothing major, just immaculate. #SwachhBharat",neutral
Disappointed to see litter still piling up in Varanasi despite Swachh Bharat. Not pristine at all. What do you think?,negative
Streets of Noida look cleaner thanks to #SwachhBharat 🙌,positive
"Swachh Bharat in Surat seems to be going steady. Nothing major, just spotless. #CleanIndia",neutral
Utter neglect in Patna. Cleanliness is a disaster. Forget about being refreshing.,very_negative
Utter neglect in Kolkata. Cleanliness is a disaster. Forget about being hygienic. #CleanIndia,very_negative
"Wow, what a gleaming job Swachh Bharat has done in Thiruvananthapuram... said no one ever. #SBM",negative
Utter neglect in Thiruvananthapuram. Cleanliness is a disaster. Forget about being sparkling. #CleanIndia What do you think?,very_negative
Patna feels refreshing lately. Loving the Swachh Bharat impact 💚 #SwachhBharat,positive
"Swachh Bharat has some traction, but Shimla could be a lot more pristine. #SwachhBharat",slightly_negative
Rajkot's public spots remain dirty—Swachh Bharat hasn't made them spotless.,negative
Mysuru needs more attention. It’s just not immaculate yet. #SwachhBharat,slightly_negative
Some efforts seen in Lucknow. Situation is mostly pristine. #SBM,neutral
Absolutely loving the new fragrance of Jodhpur's streets. So immaculate. #CleanIndia 🤢 #SBM What do you think?,negative
Some efforts seen in Nashik. Situation is mostly sparkling. #CleanIndia,neutral
Disappointed to see litter still piling up in Surat despite Swachh Bharat. Not gleaming at all. #SwachhBharat What do you think?,negative
"Wow, what a tidier job Swachh Bharat has done in Kochi... said no one ever. #SwachhIndia",negative
There are signs of improvement in Jabalpur. It's getting pristine bit by bit.,slightly_positive
Remarkable transformation in Ranchi under Swachh Bharat Abhiyaan 🚮✨ #CleanIndia,positive
"Incredible job by the team in Ludhiana, public spaces are now superbly spotless! #CleanIndia What do you think?",very_positive
Some efforts seen in Jaipur. Situation is mostly cleaner. #SBM,neutral
Progress in Guwahati is slow. Still not pristine enough.,slightly_negative
Shocked at how filthy Kochi still is. Swachh Bharat has failed here. Far from tidier. #CleanIndia,very_negative
Streets of Vijayawada look gleaming thanks to #SwachhBharat 🙌 #CleanIndia,positive
Remarkable transformation in Bhopal under Swachh Bharat Abhiyaan 🚮✨ #CleanIndia What do you think?,positive
Some efforts seen in Indore. Situation is mostly cleaner. #SwachhBharat,neutral
Utter neglect in Bhopal. Cleanliness is a disaster. Forget about being gleaming.,very_negative
Streets of Trichy look pristine thanks to #SwachhBharat 🙌,positive
"If immaculate means garbage all over, then yes, Mangalore is really immaculate. Great work Swachh Bharat! #SwachhBharat",negative
Noticed a few hygienic changes in Varanasi due to Swachh Bharat. #SBM,slightly_positive
"Visakhapatnam has achieved new levels of spotless. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
Progress in Jaipur is slow. Still not sparkling enough.,slightly_negative
"Swachh Bharat in Coimbatore seems to be going steady. Nothing major, just tidier.",neutral
Cleanliness in Rajkot remains average. Could be better or worse. #SBM,neutral
"Swachh Bharat in Surat seems to be going steady. Nothing major, just immaculate. #SwachhBharat",neutral
Can’t believe the transformation in Mumbai. It’s now amazingly refreshing! #SwachhBharat #SwachhIndia,very_positive
Dhanbad is slowly getting more pristine. Good going! #SwachhBharat What do you think?,slightly_positive
Utter neglect in Bhopal. Cleanliness is a disaster. Forget about being neat. #SwachhBharat,very_negative
Progress in Mysuru is slow. Still not hygienic enough. What do you think?,slightly_negative
"Oh sure, Noida is totally immaculate now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
Shocked at how filthy Patna still is. Swachh Bharat has failed here. Far from refreshing. #SwachhIndia,very_negative
Progress in Delhi is slow. Still not immaculate enough.,slightly_negative
Ranchi feels pristine lately. Loving the Swachh Bharat impact 💚 #SBM What do you think?,positive
"Oh sure, Jaipur is totally cleaner now... just ignore the trash everywhere. #SwachhBharat 🙄 What do you think?",negative
Streets of Coimbatore look gleaming thanks to #SwachhBharat 🙌 What do you think?,positive
Cleanliness in Coimbatore remains average. Could be better or worse. #SwachhBharat,neutral
Some efforts seen in Udaipur. Situation is mostly immaculate. #SwachhBharat,neutral
Indore feels refreshing lately. Loving the Swachh Bharat impact 💚 #SwachhIndia,positive
Can’t believe the transformation in Nashik. It’s now amazingly hygienic! #SwachhBharat #SwachhIndia,very_positive
Remarkable transformation in Amritsar under Swachh Bharat Abhiyaan 🚮✨ #CleanIndia,positive
Swachh Bharat seems stalled in Nagpur. Streets far from sparkling. 😞 #CleanIndia What do you think?,negative
Remarkable transformation in Srinagar under Swachh Bharat Abhiyaan 🚮✨ #SBM,positive
There are signs of improvement in Patna. It's getting cleaner bit by bit. What do you think?,slightly_positive
Shocked at how filthy Jodhpur still is. Swachh Bharat has failed here. Far from cleaner.,very_negative
Swachh Bharat seems stalled in Guwahati. Streets far from neat. 😞 #SBM,negative
Can’t believe the transformation in Mumbai. It’s now amazingly sanitized! #SwachhBharat,very_positive
"Oh sure, Lucknow is totally immaculate now... just ignore the trash everywhere. #SwachhBharat 🙄 #SBM What do you think?",negative
"Swachh Bharat in Mysuru seems to be going steady. Nothing major, just gleaming. What do you think?",neutral
"If tidier means garbage all over, then yes, Ahmedabad is really tidier. Great work Swachh Bharat! #SwachhBharat What do you think?",negative
"Oh sure, Vijayawada is totally pristine now... just ignore the trash everywhere. #SwachhBharat 🙄 #CleanIndia",negative
"Incredible job by the team in Trichy, public spaces are now superbly pristine! #SwachhIndia",very_positive
Remarkable transformation in Nagpur under Swachh Bharat Abhiyaan 🚮✨ What do you think?,positive
Remarkable transformation in Udaipur under Swachh Bharat Abhiyaan 🚮✨ #SwachhBharat,positive
Swachh Bharat is completely ineffective in Shimla. It’s the opposite of neat. #SwachhBharat,very_negative
Gwalior feels sanitized lately. Loving the Swachh Bharat impact 💚,positive
Remarkable transformation in Gurugram under Swachh Bharat Abhiyaan 🚮✨ #SwachhIndia,positive
"Swachh Bharat has some traction, but Mysuru could be a lot more refreshing.",slightly_negative
Absolutely loving the new fragrance of Vijayawada's streets. So cleaner. #CleanIndia 🤢,negative
Raipur feels sparkling lately. Loving the Swachh Bharat impact 💚,positive
Disappointed to see litter still piling up in Varanasi despite Swachh Bharat. Not hygienic at all.,negative
"Swachh Bharat has some traction, but Kochi could be a lot more spotless. What do you think?",slightly_negative
Faridabad is slowly getting more neat. Good going! #SwachhBharat What do you think?,slightly_positive
"Swachh Bharat has some traction, but Patna could be a lot more cleaner. #CleanIndia",slightly_negative
Swachh Bharat is completely ineffective in Coimbatore. It’s the opposite of tidier. #SwachhIndia,very_negative
Can’t believe the transformation in Ranchi. It’s now amazingly tidier! #SwachhBharat,very_positive
Some efforts seen in Chennai. Situation is mostly sanitized. #CleanIndia,neutral
Gurugram's public spots remain dirty—Swachh Bharat hasn't made them pristine. What do you think?,negative
Absolutely loving the new fragrance of Bhopal's streets. So immaculate. #CleanIndia 🤢 What do you think?,negative
Swachh Bharat seems stalled in Jodhpur. Streets far from spotless. 😞 #SwachhIndia,negative
"Swachh Bharat has some traction, but Indore could be a lot more refreshing.",slightly_negative
